,rank,artist,song,rank_last_week,peak_rank,weeks_on_chart,date
4505,6,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),8,1,21,11/14/2020
4506,7,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,9,7,12,11/14/2020
4507,8,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35,0,8,1,11/14/2020
4508,9,Bad Bunny & Jhay Cortez,Dakiti,0,9,1,11/14/2020
4509,10,Cardi B Featuring Megan Thee Stallion,WAP,7,1,13,11/14/2020
4510,11,Justin Bieber Featuring Chance The Rapper,Holy,10,3,7,11/14/2020
4511,12,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,14,6,18,11/14/2020
4512,13,DaBaby Featuring Roddy Ricch,Rockstar,11,1,29,11/14/2020
4513,14,Lewis Capaldi,Before You Go,13,9,40,11/14/2020
4514,15,Chris Brown & Young Thug,Go Crazy,16,9,26,11/14/2020
4515,16,BTS,Dynamite,12,1,11,11/14/2020
4516,17,Harry Styles,Watermelon Sugar,15,1,33,11/14/2020
4517,18,Luke Combs,Forever After All,2,2,2,11/14/2020
4518,19,Ava Max,Kings & Queens,22,19,13,11/14/2020
4519,20,Moneybagg Yo,Said Sum,17,17,18,11/14/2020
4520,21,Justin Bieber & benny blanco,Lonely,27,14,3,11/14/2020
4521,22,Kane Brown With Swae Lee & Khalid,Be Like That,19,19,17,11/14/2020
4522,23,Morgan Wallen,More Than My Hometown,23,23,21,11/14/2020
4523,24,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,20,2,39,11/14/2020
4524,25,Surf Mesa Featuring Emilee,ily,25,25,24,11/14/2020
4525,26,AJR,Bang!,28,26,18,11/14/2020
4526,27,Lee Brice,One Of Them Girls,26,17,23,11/14/2020
4527,28,Jason Aldean,Got What I Got,21,16,23,11/14/2020
4528,29,Dua Lipa Featuring DaBaby,Levitating,42,29,5,11/14/2020
4529,30,Pop Smoke,What You Know Bout Love,29,25,9,11/14/2020
4530,31,Juice WRLD x Marshmello,Come & Go,24,2,17,11/14/2020
4531,32,Ariana Grande Featuring Doja Cat,Motive,0,32,1,11/14/2020
4532,33,Shawn Mendes,Wonder,32,18,5,11/14/2020
4533,34,Russell Dickerson,Love You Like I Used To,37,34,9,11/14/2020
4534,35,Ariana Grande Featuring The Weeknd,Off The Table,0,35,1,11/14/2020
4535,36,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer,36,36,22,11/14/2020
4536,37,Harry Styles,Adore You,31,6,48,11/14/2020
4537,38,Parker McCollum,Pretty Heart,43,38,17,11/14/2020
4538,39,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,35,11,18,11/14/2020
4539,40,Ariana Grande,pov,0,40,1,11/14/2020
4540,41,Luke Combs,Better Together,30,30,5,11/14/2020
4541,42,Rod Wave Featuring ATR Son Son,Rags2Riches,40,12,19,11/14/2020
4542,43,Ariana Grande,Just Like Magic,0,43,1,11/14/2020
4543,44,SAINt JHN,Roses,39,4,33,11/14/2020
4544,45,Sam Smith,Diamonds,58,45,7,11/14/2020
4545,46,Blake Shelton Featuring Gwen Stefani,Happy Anywhere,46,45,15,11/14/2020
4546,47,Ariana Grande,Shut Up,0,47,1,11/14/2020
4547,48,Michael Jackson,Thriller,0,4,20,11/14/2020
4548,49,Ariana Grande,Nasty,0,49,1,11/14/2020
4549,50,Dua Lipa,Break My Heart,44,13,32,11/14/2020
4550,51,Matt Stell,Everywhere But On,48,48,9,11/14/2020
4551,52,Ariana Grande Featuring Ty Dolla $ign,Safety Net,0,52,1,11/14/2020
4552,53,Pop Smoke Featuring Lil Tjay,Mood Swings,47,17,18,11/14/2020
4553,54,Jack Harlow,Tyler Herro,34,34,2,11/14/2020
4554,55,21 Savage & Metro Boomin Featuring Drake,Mr. Right Now,49,10,5,11/14/2020
4555,56,Luke Combs,Lovin' On You,41,23,19,11/14/2020
4556,57,Jameson Rodgers,Some Girls,45,29,13,11/14/2020
4557,58,Dan + Shay,I Should Probably Go To Bed,50,42,14,11/14/2020
4558,59,Travis Scott Featuring Young Thug & M.I.A.,Franchise,51,1,6,11/14/2020
4559,60,Maluma & The Weeknd,Hawai,64,55,11,11/14/2020
4560,61,Tate McRae,You Broke Me First.,55,55,11,11/14/2020
4561,62,DJ Khaled Featuring Drake,Popstar,54,3,16,11/14/2020
4562,63,Ariana Grande,Six Thirty,0,63,1,11/14/2020
4563,64,Chris Lane,"Big, Big Plans",67,64,5,11/14/2020
4564,65,Ariana Grande,My Hair,0,65,1,11/14/2020
4565,66,Money Man Featuring Lil Baby,24,52,49,12,11/14/2020
4566,67,Machine Gun Kelly X blackbear,My Ex's Best Friend,57,28,12,11/14/2020
4567,68,Jon Pardi,Ain't Always The Cowboy,65,61,10,11/14/2020
4568,69,Chris Stapleton,Starting Over,63,57,10,11/14/2020
4569,70,Ariana Grande,Obvious,0,70,1,11/14/2020
4570,71,Ariana Grande,West Side,0,71,1,11/14/2020
4571,72,Morgan Wallen,7 Summers,60,6,12,11/14/2020
4572,73,Juice WRLD,Wishing Well,62,5,17,11/14/2020
4573,74,Ne-Yo & Jeremih,U 2 Luv,66,66,5,11/14/2020
4574,75,Ariana Grande,Love Language,0,75,1,11/14/2020
4575,76,Saweetie,Tap In,59,20,17,11/14/2020
4576,77,Jhene Aiko Featuring H.E.R.,B.S.,75,24,14,11/14/2020
4577,78,Megan Thee Stallion Featuring Young Thug,Don't Stop,72,30,5,11/14/2020
4578,79,SZA Featuring Ty Dolla $ign,Hit Different,68,29,9,11/14/2020
4579,80,Trippie Redd,Weeeeee,0,80,1,11/14/2020
4580,81,Polo G,Martin & Gina,73,61,14,11/14/2020
4581,82,Miley Cyrus,Midnight Sky,56,14,12,11/14/2020
4582,83,21 Savage & Metro Boomin,Runnin,61,9,5,11/14/2020
4583,84,Conan Gray,Heather,71,46,12,11/14/2020
4584,85,Niko Moon,Good Time,81,74,5,11/14/2020
4585,86,Harry Styles,Golden,74,74,3,11/14/2020
4586,87,BRS Kash,Throat Baby (Go Baby),93,87,3,11/14/2020
4587,88,DaBaby,Practice,86,86,2,11/14/2020
4588,89,Ritt Momney,Put Your Records On,80,79,5,11/14/2020
4589,90,DaBaby Featuring Young Thug,Blind,83,78,7,11/14/2020
4590,91,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",Relacion,79,64,9,11/14/2020
4591,92,"Lil Durk, 6LACK & Young Thug",Stay Down,0,92,1,11/14/2020
4592,93,YoungBoy Never Broke Again,Kacey Talk,85,50,12,11/14/2020
4593,94,Lady A,Champagne Night,90,90,3,11/14/2020
4594,95,Kelsea Ballerini,Hole In The Bottle,87,87,4,11/14/2020
4595,96,Kenny Chesney,Happy Does,92,85,3,11/14/2020
4596,97,The Kid LAROI,So Done,77,77,2,11/14/2020
4597,98,DJ Chose Featuring BeatKing,Thick,0,98,1,11/14/2020
4598,99,Farruko,La Toxica,98,98,2,11/14/2020
4599,100,Jason Derulo,Take You Dancing,0,100,1,11/14/2020
4600,1,24kGoldn Featuring iann dior,Mood,1,1,14,11/21/2020
4601,2,Ariana Grande,Positions,2,1,3,11/21/2020
4602,3,Gabby Barrett Featuring Charlie Puth,I Hope,5,3,46,11/21/2020
4603,4,Drake Featuring Lil Durk,Laugh Now Cry Later,3,2,13,11/21/2020
4604,5,The Weeknd,Blinding Lights,4,1,50,11/21/2020
4605,6,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,7,6,13,11/21/2020
4606,7,Justin Bieber Featuring Chance The Rapper,Holy,11,3,8,11/21/2020
4607,8,Bad Bunny & Jhay Cortez,Dakiti,9,8,2,11/21/2020
4608,9,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),6,1,22,11/21/2020
4609,10,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,12,6,19,11/21/2020
4610,11,Cardi B Featuring Megan Thee Stallion,WAP,10,1,14,11/21/2020
4611,12,Maluma & The Weeknd,Hawai,60,12,12,11/21/2020
4612,13,Chris Brown & Young Thug,Go Crazy,15,9,27,11/21/2020
4613,14,DaBaby Featuring Roddy Ricch,Rockstar,13,1,30,11/21/2020
4614,15,Ava Max,Kings & Queens,19,15,14,11/21/2020
4615,16,Lewis Capaldi,Before You Go,14,9,41,11/21/2020
4616,17,BTS,Dynamite,16,1,12,11/21/2020
4617,18,Harry Styles,Watermelon Sugar,17,1,34,11/21/2020
4618,19,Morgan Wallen,More Than My Hometown,23,19,22,11/21/2020
4619,20,Kane Brown With Swae Lee & Khalid,Be Like That,22,19,18,11/21/2020
4620,21,Justin Bieber & benny blanco,Lonely,21,14,4,11/21/2020
4621,22,Moneybagg Yo,Said Sum,20,17,19,11/21/2020
4622,23,Surf Mesa Featuring Emilee,ily,25,23,25,11/21/2020
4623,24,AJR,Bang!,26,24,19,11/21/2020
4624,25,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,24,2,40,11/21/2020
4625,26,Dua Lipa Featuring DaBaby,Levitating,29,26,6,11/21/2020
4626,27,Luke Combs,Forever After All,18,2,3,11/21/2020
4627,28,Pop Smoke,What You Know Bout Love,30,25,10,11/21/2020
4628,29,Lee Brice,One Of Them Girls,27,17,24,11/21/2020
4629,30,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35,8,8,2,11/21/2020
4630,31,Russell Dickerson,Love You Like I Used To,34,31,10,11/21/2020
4631,32,Shawn Mendes,Wonder,33,18,6,11/21/2020
4632,33,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer,36,33,23,11/21/2020
4633,34,Jason Aldean,Got What I Got,28,16,24,11/21/2020
4634,35,"Mike WiLL Made-It, Nicki Minaj & YoungBoy Never Broke Again",What That Speed Bout!?,0,35,1,11/21/2020
